Run 1,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1,Run 1
7.54,-6.65,-68.3,1.5,-3.9,68.5,-14.5,-2.2,14.5
7.55,-6.55,-71,1.8,-4.9,71.2,-14.7,-4.5,12.3
7.56,-6.34,-70.6,1.2,-4.8,70.7,-14.8,-6.5,10.4
7.57,-6.19,-68.4,0.8,-4.3,68.5,-15,-7.3,9
7.58,-6.15,-66.6,0.5,-4.5,66.8,-15.3,-7.8,7.8
7.59,-6.14,-66.1,-0.3,-5.4,66.3,-15.3,-9.1,7.1
7.6,-6.04,-66.1,-1.2,-6.2,66.4,-15.1,-11.5,7.2
7.61,-5.88,-65.4,-1.1,-6.2,65.7,-14.7,-13.9,7.5
7.62,-5.65,-63.7,0.2,-5.5,64,-14.1,-15.2,7.1
7.63,-5.37,-60.4,2.1,-4.6,60.6,-13.4,-15.1,4.9
7.64,-5.12,-57.2,2.8,-4.1,57.4,-13,-14.1,2.5
7.65,-4.93,-54.1,2.9,-3.7,54.3,-12.8,-12.9,0
7.66,-4.88,-51.7,2.9,-3.3,51.9,-12.8,-11.5,-2.1
7.67,-5.03,-51,3.2,-3.4,51.2,-12.9,-10.1,-4.1
7.68,-5.1,-52,3.4,-4.3,52.3,-13.3,-9.5,-6.2
7.69,-5.13,-53.5,3.4,-5.5,53.9,-13.9,-10.5,-8.1
7.7,-5.14,-53.9,3.5,-5.8,54.4,-14.6,-12.1,-9.8
7.71,-5.2,-53.4,3.8,-5.1,53.8,-15.7,-12.6,-11.5
7.72,-5.19,-52.7,3.7,-4.1,53,-17,-11.1,-12.9
7.73,-5.34,-52.4,3.1,-3.5,52.6,-18.3,-8.5,-14.2
7.74,-5.55,-52.8,1.7,-3.2,52.9,-19.5,-5.2,-14.9
7.75,-5.87,-54.2,-0.2,-2.8,54.3,-20.6,-1.2,-14.6
7.76,-6.13,-57.1,-1.5,-3.1,57.2,-21.4,2.9,-13.5
7.77,-6.25,-60.6,-1.7,-4.2,60.8,-21.8,5.9,-12.3
7.78,-6.21,-63.1,-1.3,-5.2,63.4,-21.9,7,-11.7
7.79,-5.99,-63.4,-1.3,-5.3,63.7,-21.9,7.1,-11.3
7.8,-5.69,-61.6,-1.7,-4.6,61.8,-21.7,7.5,-10.7
7.81,-5.39,-58.6,-2.4,-3.9,58.8,-21.6,8.8,-9.7
7.82,-5.15,-55.6,-3.4,-3.6,55.9,-21.4,10.5,-8.1
7.83,-5.05,-53.5,-4.7,-3.8,53.8,-21.2,11.7,-5.5
7.84,-5.1,-52.6,-5.5,-4.1,53,-21.2,11.9,-1.9
7.85,-5.28,-53.3,-5.5,-4.3,53.8,-21.4,11.3,2
7.86,-5.56,-55.4,-4.7,-4.5,55.8,-21.8,9.9,5.7
7.87,-5.86,-58.4,-3.6,-4.5,58.7,-22.5,8.3,8.5
7.88,-6.13,-61.7,-2.5,-4.4,61.9,-23.3,6.8,10.5
7.89,-6.34,-64.7,-1.6,-4.3,64.9,-24,5.8,11.7
7.9,-6.42,-67.8,-1.1,-4.6,68,-25,4.9,12.5
7.91,-6.29,-69.3,-0.6,-5.4,69.6,-25.6,3.8,12.8
7.92,-5.94,-69,0.1,-6.5,69.3,-26.1,1.4,12.4
7.93,-5.49,-66.3,1.1,-7.4,66.7,-26.2,-2.2,11.1
7.94,-5.14,-62,2,-7.9,62.5,-26.3,-6.2,9
7.95,-5.01,-57.7,2.9,-7.9,58.3,-26.2,-9.8,6.2
7.96,-5.12,-54.9,3.7,-7.6,55.6,-26.1,-12.2,2.9
7.97,-5.62,-54.8,4.5,-7.2,55.5,-26.2,-13.2,-0.6
7.98,-6.25,-57.7,5,-7.2,58.4,-26.5,-13.1,-4.1
7.99,-6.86,-62.9,5,-7.5,63.5,-27,-12.5,-7.3
8,-7.36,-68.4,4.5,-7.6,69,-27.4,-11.4,-10.2
8.01,-7.58,-72.8,3.6,-7.2,73.2,-27.7,-9.3,-12.4
8.02,-7.5,-75.1,2.6,-6.7,75.4,-27.9,-6.2,-14.1
8.03,-7.18,-75,1.3,-6.6,75.3,-27.8,-2.8,-15.2
8.04,-6.85,-72.7,-0.3,-6.4,73,-27.5,0.4,-15.7
8.05,-6.46,-69.2,-1.8,-6,69.5,-26.9,3.5,-15.3
8.06,-6.13,-65.6,-2.9,-5.3,65.9,-25.9,6.5,-14.2
8.07,-5.75,-62.3,-3.7,-5,62.6,-24.7,9.5,-12.6
8.08,-5.4,-59.3,-4.6,-5,59.7,-23.3,11.6,-10.5
8.09,-5.13,-56.4,-5.4,-5.2,56.9,-22.1,12.5,-7.6
8.1,-5.09,-54.2,-5.6,-5.2,54.7,-21.1,12.1,-4.1
8.11,-5.26,-53.4,-5.2,-4.9,53.9,-20.4,11.1,-0.5
8.12,-5.48,-54.5,-4.5,-4.5,54.8,-20.2,10.2,2.6
8.13,-5.56,-56.5,-4.2,-4.2,56.8,-20.2,9.6,5.4
8.14,-5.49,-58.2,-3.9,-4,58.5,-20.3,9.2,8.2
8.15,-5.29,-58.7,-3.2,-3.9,58.9,-20.5,8.7,10.6
8.16,-4.99,-57.5,-2.1,-4,57.7,-20.9,7.7,12.8
8.17,-4.79,-55.7,-1.3,-4.3,55.9,-21.3,6.1,13.9
8.18,-4.89,-54.5,-0.6,-4.9,54.8,-21.5,3.4,14.2
8.19,-5.3,-55.3,-0.3,-5.3,55.6,-21.5,-0.2,13.9
8.2,-5.82,-58.2,-0.2,-5.3,58.4,-21,-3.8,13.3
8.21,-6.32,-62.4,0,-4.8,62.6,-20.2,-6.2,12.3
8.22,-6.59,-66.7,0.3,-4.6,66.8,-19.3,-7.5,11
8.23,-6.5,-69.3,0.6,-4.7,69.5,-18.4,-8.2,9.4
8.24,-6.15,-69.1,0.5,-4.8,69.2,-17.5,-8.9,7.8
8.25,-5.71,-66.2,0.3,-4.9,66.4,-16.7,-9.8,6.5
8.26,-5.36,-62.2,0.6,-4.9,62.4,-16,-11,5.3
8.27,-5.21,-58.6,1.4,-4.9,58.8,-15.1,-12.4,3.7
8.28,-5.27,-56.4,1.9,-4.9,56.7,-14.3,-13.7,1.8
8.29,-5.53,-56.1,2.1,-4.7,56.3,-13.7,-14.8,-0.2
8.3,-5.92,-57.5,2,-4.3,57.7,-13.3,-15.1,-1.7
8.31,-6.33,-60.4,2,-3.8,60.5,-13.2,-14.3,-3
8.32,-6.6,-64,2,-3.5,64.1,-13.3,-12.8,-4.1
8.33,-6.72,-67.1,2,-3.8,67.3,-13.4,-11.4,-5.2
8.34,-6.73,-69.2,2.2,-4.2,69.3,-13.4,-10.7,-6.3
8.35,-6.68,-69.9,2.8,-4.4,70.1,-13.4,-10.5,-7.7
8.36,-6.61,-69.6,3.3,-4.4,69.8,-13.4,-10.2,-9.5
8.37,-6.42,-68.5,3.2,-4.1,68.7,-13.6,-9.7,-11.3
8.38,-6.15,-66.5,2.7,-3.6,66.7,-13.9,-8.4,-12.8
8.39,-5.92,-63.7,1.8,-2.9,63.8,-14.2,-6.4,-13.7
8.4,-5.9,-61.2,0.8,-2.5,61.2,-14.5,-3.8,-14.1
8.41,-6.16,-60.3,0,-2.7,60.4,-14.6,-1.5,-14
8.42,-6.61,-61.9,-0.2,-2.8,62,-14.5,0.3,-13.8
8.43,-7.13,-66.8,-0.1,-2.9,66.9,-14,2.4,-14
8.44,-7.59,-72.1,-0.1,-3.1,72.2,-13.2,4.1,-14.6
8.45,-7.87,-77,-0.6,-3.4,77.1,-12.3,5.5,-15.1
8.46,-7.91,-80.3,-1.5,-3.5,80.4,-11.2,6.6,-15
8.47,-7.65,-81.3,-2.4,-3.5,81.4,-10,7.7,-14.2
8.48,-7.2,-79.8,-2.8,-3.6,79.9,-8.7,8.3,-12.9
8.49,-6.67,-75.9,-2.8,-3.5,76,-7.5,8.4,-11.5
8.5,-6.12,-70.6,-2.4,-2.9,70.7,-6.3,8.4,-10
8.51,-5.64,-64.9,-1.6,-2.2,65,-5.3,8.9,-9
8.52,-5.3,-60,-0.7,-1.8,60,-4.2,9.9,-8.6
8.53,-5.14,-56.5,-0.2,-1.8,56.5,-3.1,10.8,-8.9
8.54,-5.09,-54.5,-0.2,-1.9,54.6,-2,11.5,-9.5
8.55,-5.21,-54,-0.2,-2.1,54.1,-0.8,11.8,-10
8.56,-5.51,-55.2,-0.3,-2.4,55.3,0.3,11.8,-10.4
8.57,-5.8,-57.8,-0.3,-3,57.9,1.3,11.1,-10.7
8.58,-5.96,-60.6,-0.4,-3.2,60.7,2.1,9.8,-10.8
8.59,-5.97,-62.3,-0.5,-2.9,62.3,2.6,8.6,-10.7
8.6,-5.86,-62.5,-0.5,-2.4,62.6,2.9,8.3,-10.6
8.61,-5.72,-61.8,-0.3,-2.2,61.8,3.2,8.4,-10.4
8.62,-5.63,-60.7,0,-2.3,60.8,3.3,8.5,-10.5
8.63,-5.69,-59.9,0.3,-2.3,59.9,3.2,8.4,-10.9
8.64,-5.89,-60.1,0.6,-2.3,60.1,3.1,8.2,-11.5
8.65,-6.13,-62,0.8,-2.7,62.1,3.1,7.6,-12.4
8.66,-6.31,-64.8,1,-3.3,64.9,3.3,5.9,-13.4
8.67,-6.32,-66.7,0.8,-3.2,66.8,3.5,3.6,-14.4
8.68,-6.19,-66.8,0.2,-2.4,66.8,3.4,2.3,-14.9
8.69,-6.02,-65.5,-0.5,-1.7,65.5,3,2.3,-14.6
8.7,-5.92,-63.5,-0.9,-1.6,63.5,2.4,2.8,-13.7
8.71,-5.92,-62.4,-0.7,-1.7,62.4,2,3.1,-12.9
8.72,-5.99,-62.2,-0.2,-1.8,62.2,1.7,3.2,-12.5
8.73,-6.22,-63.3,0.4,-2.3,63.4,1.5,3,-12.7
8.74,-6.49,-65.7,1,-3,65.8,1.2,1.8,-13.4
8.75,-6.82,-68.6,1.5,-3.2,68.7,0.7,0.1,-14.4
8.76,-7.1,-71.3,1.6,-2.9,71.4,0.1,-1,-15.4
8.77,-7.32,-73.9,1,-2.5,73.9,-0.6,-1.1,-16.2
8.78,-7.4,-75.8,0,-2.5,75.9,-1.4,-0.7,-16.2
8.79,-7.39,-76.7,-0.9,-2.3,76.7,-2.1,0,-15.4
8.8,-7.26,-76.7,-1.2,-2.4,76.7,-2.7,0.9,-14.2
8.81,-6.95,-75.8,-1,-2.8,75.8,-3.3,1.4,-13.1
8.82,-6.59,-73.4,-0.4,-3.1,73.5,-3.9,1,-12.4
8.83,-6.45,-70,0,-2.8,70,-4.7,0.6,-12.1
8.84,-6.51,-67.4,0.7,-1.9,67.4,-5.6,1.4,-12.1
8.85,-6.7,-67,1.9,-1.5,67.1,-6.5,3.5,-13
8.86,-7.02,-68.9,2.6,-1.8,69,-7.2,6.1,-14.9
8.87,-7.39,-72.3,1.5,-2.8,72.4,-7.5,8,-16.9
8.88,-7.61,-76.1,-0.7,-3.8,76.2,-7.6,8.6,-17.5
8.89,-7.7,-79.1,-2,-4.5,79.2,-7.7,8,-16.6
8.9,-7.63,-80.2,-2.3,-4.7,80.4,-8.1,6.8,-15
8.91,-7.58,-79.8,-2.3,-4.4,80,-8.8,5.7,-13.1
8.92,-7.54,-78.6,-2.2,-3.5,78.7,-9.7,5.6,-11.2
8.93,-7.39,-77.2,-1.5,-2.5,77.3,-10.6,7.3,-9.5
8.94,-7.06,-75.8,-0.7,-2,75.8,-11.3,10.6,-8.8
8.95,-6.76,-73.9,-0.4,-2.7,74,-11.7,13.9,-8.7
8.96,-6.47,-71.7,-1,-3.8,71.8,-11.9,16,-8.7
8.97,-6.19,-68.5,-1.8,-4.6,68.7,-12,16.4,-8
8.98,-6.01,-66,-2.1,-4.9,66.3,-12.2,15.8,-7
8.99,-5.98,-64.2,-2.5,-5,64.4,-12.5,14.3,-5.7
9,-6.07,-63.2,-3,-4.8,63.5,-13,12.5,-3.9
9.01,-6.06,-62.8,-3.7,-4,63,-13.8,11.4,-1.5
9.02,-5.91,-62.4,-3.8,-3.3,62.6,-14.9,11.8,1.5
9.03,-5.72,-61.7,-3.3,-3.4,61.9,-16.3,12.7,4.4
9.04,-5.59,-61,-2.6,-4.2,61.2,-18,12.9,7
9.05,-5.57,-60.5,-2.1,-4.8,60.8,-19.8,11.7,9.1
9.06,-5.55,-60.5,-1.7,-5.2,60.8,-21.7,9.8,11.1
9.07,-5.67,-61.1,-1.1,-5.3,61.3,-23.5,7.6,12.6
9.08,-5.86,-62.4,-0.4,-5.8,62.7,-25.2,5.2,13.2
9.09,-6.04,-64.4,0.1,-6.6,64.8,-26.5,2.2,13.2
9.1,-6.2,-66.4,0.3,-7.4,66.8,-27.6,-1.3,12.7
9.11,-6.26,-67.9,0.4,-7.9,68.3,-28.3,-4.8,12
9.12,-6.26,-68.6,1,-8.1,69,-28.8,-7.8,10.8
9.13,-6.21,-68.3,2.1,-8.2,68.9,-29.1,-10,8.9
9.14,-6.16,-67.5,3.4,-8.4,68.1,-29.3,-11.6,6.1
9.15,-6.15,-66.2,4.6,-8.3,66.9,-29.6,-12.5,2.6
9.16,-6.14,-64.6,5.6,-7.9,65.3,-30.1,-12.4,-1.3
9.17,-6.18,-63,6.2,-7.2,63.8,-30.8,-10.8,-5.4
9.18,-6.33,-62,6.2,-6.8,62.7,-31.6,-7.7,-9.5
9.19,-6.5,-62.3,5.2,-7,62.9,-32.3,-3.9,-13.3
9.2,-6.73,-63.7,3.3,-7.5,64.3,-32.9,-0.1,-16.4
9.21,-6.84,-65.6,0.8,-8,66.1,-33,3.3,-18.2
9.22,-6.72,-67.1,-1.7,-8.3,67.6,-32.8,6.2,-18.5
9.23,-6.4,-67.1,-4.2,-8.6,67.8,-32.2,8.5,-16.8
9.24,-5.92,-65,-6.1,-8.8,65.8,-31.7,9,-13.9
9.25,-5.45,-61.3,-7.5,-8.8,62.3,-31.4,7.9,-9.4
9.26,-5.13,-57.5,-7.8,-8.7,58.6,-31.5,5.7,-4
9.27,-4.92,-54.7,-7.7,-8.3,55.8,-32,2.9,1.5
9.28,-4.96,-53.6,-7.3,-8.1,54.7,-32.6,0,7
9.29,-5.17,-54.9,-6.7,-8,55.9,-33.1,-3.1,12
9.3,-5.58,-58.2,-5.7,-8,59,-33.3,-6.2,16.2
9.31,-5.98,-62.6,-4.3,-7.7,63.2,-33.1,-8.8,19.2
9.32,-6.35,-67.4,-2.6,-7.5,67.8,-32.7,-10.5,20.6
9.33,-6.51,-70.8,-0.2,-6.9,71.1,-32.2,-11.1,20.2
9.34,-6.39,-71.4,3.2,-5.7,71.7,-31.7,-9.8,17.5
9.35,-6.13,-68.9,6.9,-4.5,69.4,-31.2,-6.4,12.2
9.36,-5.79,-64.8,9.2,-4.5,65.6,-31,-1.8,4.7
9.37,-5.45,-60.8,9.3,-6,61.8,-30.8,2,-3.3
9.38,-5.21,-57.2,7.7,-7.7,58.3,-30.3,3.8,-10.7
9.39,-4.94,-54.2,5.6,-8.7,55.1,-29.4,4,-16.6
9.4,-4.63,-51.3,3.7,-8.7,52.2,-28.4,3.6,-21
9.41,-4.39,-48.4,1.9,-8.3,49.1,-27.2,3.2,-24
9.42,-4.22,-45.5,0,-7.6,46.1,-26.1,3.3,-25.4
9.43,-4.12,-43.1,-2.5,-6.9,43.7,-25.1,3.6,-25
9.44,-4.12,-41.7,-5.1,-6.3,42.5,-24.1,3.8,-22.2
9.45,-4.12,-41.1,-7.4,-5.9,42.2,-23.2,3.4,-17.2
9.46,-4.14,-41.3,-8.8,-5.4,42.6,-22.6,2.4,-10.6
9.47,-4.25,-41.8,-9.1,-4.7,43.1,-22.2,1.2,-3.3
9.48,-4.48,-43.3,-8.5,-3.8,44.3,-22.1,0.4,3.7
9.49,-4.66,-45.5,-7.2,-2.6,46.1,-22.1,0.8,9.7
9.5,-4.75,-48.5,-5,-1,48.8,-22.3,3.7,15.3
9.51,-4.68,-50.4,-2.9,-0.7,50.5,-23,7.3,18.1
9.52,-4.6,-52,-1.2,-1.8,52,-24.1,10.4,19.7
9.53,-4.56,-53,0.4,-3.6,53.1,-25.6,11.5,20.2
9.54,-4.68,-53.9,1.8,-5.4,54.2,-27,10,19.4
9.55,-4.85,-55.1,2.9,-6.9,55.6,-27.8,6,17.3
9.56,-5.02,-56,4.4,-7.6,56.6,-27.8,0.9,13.6
9.57,-5.19,-56.2,5.9,-7.6,57.1,-27.1,-4.1,8.3
9.58,-5.44,-56.5,6.4,-7.3,57.3,-26,-7.8,2.2
9.59,-5.68,-57.3,5.2,-7.1,58,-25.2,-10,-3.1
9.6,-5.88,-59,2.8,-7.3,59.5,-24.6,-11.5,-6.3
9.61,-5.95,-61,0.4,-7.8,61.5,-24,-13.3,-7.1
9.62,-5.89,-62.2,-0.5,-7.9,62.7,-23.4,-15.4,-6.3
9.63,-5.74,-62,0,-7.3,62.4,-22.8,-17.1,-5.5
9.64,-5.57,-60.3,1.4,-5.9,60.6,-22.2,-17.2,-5.4
9.65,-5.35,-57.3,2.8,-3.8,57.5,-21.8,-15.1,-6.6
9.66,-5.19,-53.7,3.1,-1.5,53.8,-21.6,-10.3,-8.5
9.67,-4.93,-50.8,2,-0.1,50.8,-21.4,-3.5,-10.3
9.68,-4.02,-46.1,0.6,-0.5,46.1,-20.9,3.2,-11.6
9.69,-5.1,-45.9,-0.4,-2.1,45.9,-19.9,8,-12.7
9.7,-5.97,-49.4,-1.2,-4.1,49.5,-18.5,9.8,-13.2
9.71,-6.48,-58.5,-1.5,-5.4,58.8,-17,9,-13.3
9.72,-6.76,-65.4,-0.8,-5.2,65.6,-15.5,6.9,-13.5
9.73,-6.87,-68.8,-1.2,-4.3,68.9,-14.3,5.9,-13.5
9.74,-6.8,-69.8,-2.7,-3.1,69.9,-13,6.3,-12.7
9.75,-6.74,-69.6,-4.1,-2.5,69.8,-11.9,7.9,-10.7
9.76,-6.63,-68.5,-4.8,-1.8,68.7,-10.9,11,-6.8
9.77,-6.63,-68.3,-4,-2.2,68.5,-10.2,13.7,-3.9
9.78,-6.59,-68.9,-2.1,-3,69,-9.4,15.4,-2.1
9.79,-6.6,-69.8,-0.3,-3.9,69.9,-8.4,15.5,-2.1
9.8,-6.47,-69.7,0.9,-4,69.9,-7.4,14.7,-3.3
9.81,-6.39,-68.9,0.8,-3.9,69,-6.3,13.8,-5
9.82,-6.18,-67.3,-0.2,-3.5,67.4,-5,13.1,-6.2
9.83,-5.98,-65.3,-1.6,-3.1,65.4,-3.7,12.7,-6.4
9.84,-5.71,-62.6,-2.9,-2.6,62.7,-2.5,12.8,-5.4
9.85,-5.47,-60,-3.5,-2.4,60.1,-1.6,13.2,-3.3
9.86,-5.26,-57.6,-3.1,-2.4,57.7,-1,13.6,-0.8
9.87,-5.09,-55.6,-1.7,-2.4,55.7,-0.5,13.7,0.9
9.88,-4.98,-54,0.1,-2.4,54.1,-0.1,13.6,1.3
9.89,-5.01,-53.2,1.4,-2.3,53.2,0.3,13.6,0.3
9.9,-5.1,-53.2,2.2,-2.4,53.3,0.9,13.4,-1.6
9.91,-5.22,-54.1,2.5,-2.6,54.2,1.5,13.1,-4
9.92,-5.33,-55.3,2.2,-2.6,55.4,2.4,12.6,-6.5
9.93,-5.34,-56.3,1.1,-2.6,56.4,3.3,12.1,-8.6
9.94,-5.2,-56.4,-0.5,-2.5,56.5,4.3,11.6,-9.4
9.95,-4.96,-55.2,-1.7,-2.4,55.3,5.2,11.3,-8.9
9.96,-4.69,-53.1,-2,-2.3,53.2,5.9,11,-7.5
9.97,-4.45,-50.5,-1.4,-2.2,50.6,6.4,10.8,-6.2
9.98,-4.38,-48.2,-0.5,-2.1,48.3,6.8,10.4,-5.5
9.99,-4.4,-47,0.6,-2.3,47.1,7.2,9.8,-5.7
10,-4.47,-47.3,1.7,-2.5,47.4,7.6,8.6,-6.9
10.01,-4.71,-48.3,2.6,-2.6,48.4,7.9,7.1,-8.9
10.02,-5.06,-50.5,3.2,-2.7,50.7,8,5.2,-11.5
10.03,-5.49,-54.9,2.8,-2.8,55,7.9,2.6,-14.5
10.04,-5.76,-58.3,1.8,-2.5,58.4,7.6,0.9,-16.2
10.05,-5.93,-61,0.7,-2,61,7.2,0,-16.9
10.06,-5.85,-62.1,-0.7,-1.5,62.1,6.9,0.1,-16.6
10.07,-5.66,-61.5,-2.1,-1.3,61.5,6.5,0.6,-15.1
10.08,-5.39,-59.7,-2.5,-1.6,59.7,6.2,0.9,-12.9